,index,gid,구이름,lon,lat,심야약국,전체약국,응급실,상비의약품,경찰서,고위험군,총인구,구가중치,sum,순위
543,926,ㅼ궗6556,중랑구,127.1091255,37.6072784,-0.0,2,0.0,0.0317460317460317,0.0,0.1408315638057401,0.1166174330937789,2.0,2.2891950286455507,446
547,315,ㅼ궗5054,서대문구,126.9393217,37.58856702,-0.0,12,0.0,0.2698412698412698,0.25,0.9147201863141312,0.8328556941933777,0.0,2.2674171503487788,450
549,185,ㅼ궗4737,금천구,126.9065573,37.43517696,-0.0,0,0.0,0.0158730158730158,0.0,0.1300089047195013,0.1152065605572946,2.0,2.261088481149812,452
551,21,ㅼ궗3853,강서구,126.803492,37.57883028,-0.0,0,0.0,0.0317460317460317,0.0,0.1215151722720734,0.1007451170583307,2.0,2.254006321076436,454
553,974,ㅼ궗6845,송파구,127.1435865,37.50823865,-0.0,0,0.0,0.0,0.0,0.1252140557572436,0.1141484061549314,2.0,2.239362461912175,456
555,419,ㅼ궗5345,용산구,126.9738713,37.50760464,-0.0,1,0.0,0.0,0.0,0.2224809918487567,0.0,2.0,2.222480991848757,458
558,27,ㅼ궗3943,구로구,126.8156407,37.48876687,-0.0,1,0.0,0.0476190476190476,0.0,0.0832933762586478,0.0789206825095895,2.0,2.209833106387285,460
559,398,ㅼ궗5254,종로구,126.9619745,37.58867246,-0.0,0,0.0,0.0476190476190476,0.0,0.0842523460510993,0.0779066178739914,2.0,2.2097780115441386,461
561,177,ㅼ궗4650,영등포구,126.8943087,37.55229091,-0.0,4,0.0,0.1111111111111111,0.0,0.0876772381669977,0.0,2.0,2.198788349278109,463
562,125,ㅼ궗4539,금천구,126.8838033,37.45308776,-0.0,1,0.0,0.0158730158730158,0.0,0.0942530310295225,0.0792734006437105,2.0,2.189399447546249,464
563,493,ㅼ궗5549,용산구,126.9962573,37.54375637,-0.0,0,0.0,0.0634920634920634,0.0,0.1194602370025344,0.0,2.0,2.182952300494598,465
565,436,ㅼ궗5357,종로구,126.9731102,37.61576293,-0.0,0,0.0,0.0,0.0,0.0989108843071443,0.0836823773202239,2.0,2.1825932616273684,466
566,106,ㅼ궗4442,금천구,126.8722715,37.48006779,-0.0,1,0.0,0.0793650793650793,0.0,0.0152065209945886,0.0879149949296768,2.0,2.182486595289345,467
567,432,ㅼ궗5354,종로구,126.9733009,37.58872354,-0.0,0,0.0,0.0158730158730158,0.0,0.0823344064661963,0.082051055949914,2.0,2.1802584782891263,468
569,495,ㅼ궗5550,용산구,126.9961967,37.55276962,-0.0,0,0.0,0.0476190476190476,0.0,0.0630180149325296,0.0565671707596666,2.0,2.167204233311244,470
571,623,ㅼ궗5849,성동구,127.0302164,37.54389636,-0.0,3,0.0,0.0,0.0,0.0874032467977258,0.0787443234425289,2.0,2.1661475702402546,471
572,151,ㅼ궗4553,마포구,126.8827649,37.57927142,-0.0,1,0.0,0.1904761904761904,0.0,0.4764709911637783,0.4821215995767382,1.0,2.149068781216707,472
573,682,ㅼ궗5958,강북구,127.0410384,37.62506008,-0.0,7,0.0,0.1746031746031746,0.0,0.9551339132817316,0.0190026894757726,1.0,2.148739777360679,473
576,69,ㅼ궗4153,강서구,126.8374659,37.57902586,-0.0,1,0.0,0.0,0.0,0.0720597301185012,0.0735417309642432,2.0,2.1456014610827445,474
577,306,ㅼ궗5048,용산구,126.9397269,37.53448818,-0.0,0,0.0,0.0952380952380952,0.0,0.0421946708678676,0.0,2.0,2.137432766105963,475
579,443,ㅼ궗5440,관악구,126.9854947,37.46258786,-0.0,0,0.0,0.0158730158730158,0.0,0.0782245359271183,0.0410475728583395,2.0,2.135145124658474,476
580,330,ㅼ궗5141,관악구,126.9515068,37.47144861,-0.0,0,0.0,0.0317460317460317,0.0,0.0949380094527022,0.0,2.0,2.126684041198734,477
581,488,ㅼ궗5546,용산구,126.9964392,37.51671656,-0.0,0,0.0,0.0158730158730158,0.0,0.055894239331461,0.0536572461531678,2.0,2.125424501357645,478
582,239,ㅼ궗4848,영등포구,126.9170906,37.53437862,-0.0,1,0.0,0.0952380952380952,0.0,0.0098636892937872,0.0173272783386975,2.0,2.12242906287058,479
583,418,ㅼ궗5344,동작구,126.9739346,37.49859136,-0.0,0,0.0,0.0158730158730158,0.0,0.0553462565929173,0.0480137560072307,2.0,2.119233028473164,480
584,380,ㅼ궗5246,용산구,126.9624926,37.51656695,-0.0,0,0.0,0.0,0.0,0.0631550106171655,0.0503064238790176,2.0,2.113461434496183,481
586,403,ㅼ궗5257,종로구,126.9617797,37.61571179,-0.0,0,0.0,0.0,0.0,0.0574011918624563,0.0478373969401701,2.0,2.1052385888026266,482
588,468,ㅼ궗5454,종로구,126.9846273,37.58877354,-0.0,0,0.0,0.0,0.0,0.0537023083772861,0.0454124597680878,2.0,2.099114768145374,484
589,25,ㅼ궗3941,구로구,126.8158051,37.47074076,-0.0,0,0.0,0.0,0.0,0.0557572436468251,0.0411357523918698,2.0,2.096892996038695,485
590,255,ㅼ궗4860,은평구,126.9162465,37.64253537,-0.0,0,0.0,0.1269841269841269,0.0,0.4472909103363244,0.521934658965654,1.0,2.096209696286105,486
591,316,ㅼ궗5055,은평구,126.9392541,37.59758012,-0.0,7,0.0,0.1428571428571428,0.0,0.7660798684841427,0.1795335302676249,1.0,2.0884705416089107,487
592,573,ㅼ궗5748,용산구,127.0189546,37.53483749,-0.0,0,0.0,0.0,0.0,0.0493184464689362,0.027027027027027,2.0,2.076345473495963,488
595,563,ㅼ궗5742,서초구,127.0193015,37.48075747,-0.0,5,0.0,0.0793650793650793,0.25,0.3798890334954449,0.3606983819055597,1.0,2.069952494766084,490
596,205,ㅼ궗4749,영등포구,126.905701,37.54333533,-0.0,0,0.0,0.0634920634920634,0.0,0.0054798273854373,0.0,2.0,2.068971890877501,491
597,907,ㅼ궗6542,송파구,127.1097838,37.48109096,-0.0,4,0.0,0.0,0.0,0.0443866018220426,0.0189585997090075,2.0,2.06334520153105,492
599,121,ㅼ궗4451,강서구,126.8715915,37.56118562,-0.0,0,0.0,0.0,0.0,0.0616480580861702,0.0,2.0,2.0616480580861705,494
600,873,ㅼ궗6441,강남구,127.0985217,37.47203958,-0.0,0,0.0,0.1746031746031746,0.0,0.4498938283444071,0.4340637538027423,1.0,2.058560756750324,495
601,935,ㅼ궗6641,송파구,127.1211397,37.47211426,-0.0,0,0.0,0.0317460317460317,0.0,0.0141105555175011,0.0123010449274723,2.0,2.0581576321910053,496
602,22,ㅼ궗3854,강서구,126.803408,37.58784315,-0.0,0,0.0,0.0,0.0,0.0319199945201726,0.0261011419249592,2.0,2.058021136445132,497
603,103,ㅼ궗4352,강서구,126.8601924,37.57013782,-0.0,0,0.0,0.0,0.0,0.0546612781697376,0.0,2.0,2.0546612781697378,498
604,272,ㅼ궗4948,영등포구,126.9284087,37.53443394,-0.0,0,0.0,0.0158730158730158,0.0,0.0208233440646619,0.0175036374057581,2.0,2.054199997343436,499
605,1000,ㅼ궗7150,강동구,127.1773361,37.55340357,-0.0,5,0.0,0.0634920634920634,0.0,0.5078430029454072,0.4802698293726026,1.0,2.051604895810073,500
608,360,ㅼ궗5157,종로구,126.9504492,37.61565957,-0.0,0,0.0,0.0,0.0,0.0276731282964586,0.0212071778140293,2.0,2.048880306110488,502
609,458,ㅼ궗5447,용산구,126.9850617,37.52568104,-0.0,0,0.0,0.0476190476190476,0.0,0.0,0.0002645386005908,2.0,2.0478835862196383,503
611,882,ㅼ궗6447,송파구,127.098232,37.52612026,-0.0,1,0.0,0.0,0.0,0.0202753613261182,0.020104933644901,2.0,2.040380294971019,505
612,750,ㅼ궗6142,강남구,127.0645425,37.48093288,-0.0,2,0.0,0.0158730158730158,0.0,0.5346941571340502,0.486310127419426,1.0,2.036877300426492,506
613,905,ㅼ궗6541,강남구,127.1098307,37.47207746,-0.0,3,0.0,0.0158730158730158,0.0,0.506199054729776,0.5113972047087871,1.0,2.033469275311579,507
614,328,ㅼ궗5139,관악구,126.9516384,37.45342198,-0.0,0,0.0,0.0317460317460317,0.0,0.0,0.0,2.0,2.031746031746032,508
615,470,ㅼ궗5455,종로구,126.9845651,37.5977867,-0.0,0,0.0,0.0,0.0,0.0316460031509007,0.0,2.0,2.0316460031509007,509
616,433,ㅼ궗5355,종로구,126.9732373,37.59773668,-0.0,0,0.0,0.0,0.0,0.0154805123638605,0.0146818923327895,2.0,2.03016240469665,510
617,371,ㅼ궗5240,관악구,126.9628799,37.46248724,-0.0,0,0.0,0.0,0.0,0.0261661757654633,0.0,2.0,2.0261661757654634,511
618,474,ㅼ궗5457,종로구,126.9844407,37.61581297,-0.0,0,0.0,0.0,0.0,0.0132885814096855,0.0096556589215643,2.0,2.02294424033125,512
619,976,ㅼ궗6846,송파구,127.1435437,37.51725212,-0.0,0,0.0,0.0,0.0,0.0116446331940543,0.0108019928574577,2.0,2.0224466260515124,513
620,472,ㅼ궗5456,종로구,126.984503,37.60679984,-0.0,0,0.0,0.0,0.0,0.0105486677169669,0.0107579030906926,2.0,2.0213065708076594,514
621,149,ㅼ궗4551,강서구,126.8829136,37.56124535,-0.0,0,0.0,0.0158730158730158,0.0,0.0,0.0,2.0,2.015873015873016,515
622,29,ㅼ궗3949,강서구,126.8151467,37.54284485,-0.0,0,0.0,0.0158730158730158,0.0,0.0,0.0,2.0,2.015873015873016,515
623,758,ㅼ궗6147,송파구,127.0642807,37.52599988,-0.0,0,0.0,0.0,0.0,0.0128775943557777,0.0,2.0,2.012877594355778,516
624,34,ㅼ궗3954,강서구,126.814734,37.58790945,-0.0,0,0.0,0.0,0.0,0.0068497842317966,0.0038798994753317,2.0,2.0107296837071287,517
626,730,ㅼ궗6060,도봉구,127.0522623,37.64312999,-0.0,1,0.0,0.0793650793650793,0.0,0.5085279813685869,0.4179268991667034,1.0,2.0058199599003697,519
628,924,ㅼ궗6554,중랑구,127.1092198,37.58925179,-0.0,0,0.0,0.0,0.0,0.0,0.0019399497376658,2.0,2.001939949737666,520
629,954,ㅼ궗6656,중랑구,127.120455,37.60731538,-0.0,0,0.0,0.0,0.0,0.0,0.0011904237026586,2.0,2.0011904237026585,521
630,404,ㅼ궗5258,종로구,126.9617147,37.62472487,-0.0,0,0.0,0.0,0.0,0.0,0.0003086283673559,2.0,2.000308628367356,522
631,993,ㅼ궗7044,송파구,127.1662557,37.49929125,-0.0,0,0.0,0.0,0.0,0.0,0.0002645386005908,2.0,2.000264538600591,523
632,1,ㅼ궗3551,강서구,126.7696945,37.56059928,-0.0,0,0.0,0.0,0.0,0.0,0.0002645386005908,2.0,2.000264538600591,523
633,35,ㅼ궗3955,강서구,126.8146513,37.59692233,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
634,15,ㅼ궗3755,강서구,126.7919968,37.5967886,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
635,16,ㅼ궗3848,강서구,126.8039114,37.53376572,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
636,17,ㅼ궗3849,강서구,126.8038276,37.54277866,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
637,18,ㅼ궗3850,강서구,126.8037437,37.55179158,-0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
638,438,ㅼ궗5358,종로구,126.9730466,37.62477603,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
639,440,ㅼ궗5359,종로구,126.9729829,37.63378911,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
640,888,ㅼ궗6452,중랑구,127.09799,37.5711871,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
641,23,ㅼ궗3855,강서구,126.803324,37.59685601,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
642,36,ㅼ궗4041,구로구,126.8271134,37.4708057,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
643,24,ㅼ궗3856,강서구,126.80324,37.60586885,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
644,454,ㅼ궗5445,용산구,126.9851855,37.50765449,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
645,14,ㅼ궗3754,강서구,126.7920821,37.58777577,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
646,475,ㅼ궗5458,종로구,126.9843785,37.62482609,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
647,952,ㅼ궗6654,중랑구,127.1205465,37.58928875,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
648,953,ㅼ궗6655,중랑구,127.1205008,37.59830207,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
649,955,ㅼ궗6657,중랑구,127.1204092,37.61632868,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
650,441,ㅼ궗5439,관악구,126.9855564,37.4535745,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
652,329,ㅼ궗5140,관악구,126.9515726,37.4624353,-0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
653,13,ㅼ궗3753,강서구,126.7921675,37.57876292,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
654,370,ㅼ궗5239,관악구,126.9629444,37.4534739,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
655,369,ㅼ궗5238,관악구,126.9630088,37.44446056,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
656,2,ㅼ궗3552,강서구,126.7696065,37.56961211,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
657,3,ㅼ궗3649,강서구,126.7811894,37.54264302,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
658,368,ㅼ궗5237,관악구,126.9630732,37.43544719,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
659,929,ㅼ궗6558,중랑구,127.1090311,37.62530496,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
660,4,ㅼ궗3650,강서구,126.7811029,37.5516559,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
661,934,ㅼ궗6640,송파구,127.1211852,37.46310074,-0.0,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
662,362,ㅼ궗5158,종로구,126.9503829,37.62467263,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
663,5,ㅼ궗3651,강서구,126.7810163,37.56066877,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
664,6,ㅼ궗3652,강서구,126.7809296,37.56968163,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
665,7,ㅼ궗3653,강서구,126.780843,37.57869447,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
666,8,ㅼ궗3748,강서구,126.7925936,37.53369846,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
667,923,ㅼ궗6553,중랑구,127.1092669,37.58023846,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
668,9,ㅼ궗3749,강서구,126.7925085,37.54271138,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
669,10,ㅼ궗3750,강서구,126.7924233,37.55172429,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
670,12,ㅼ궗3752,강서구,126.7922528,37.56975005,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
671,407,ㅼ궗5259,종로구,126.9616497,37.63373794,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
672,410,ㅼ궗5338,관악구,126.9743135,37.44451138,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
673,411,ㅼ궗5339,관악구,126.9742504,37.45352474,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
674,412,ㅼ궗5340,관악구,126.9741873,37.46253809,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
675,294,ㅼ궗5039,관악구,126.9403325,37.45336898,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
676,327,ㅼ궗5138,관악구,126.9517042,37.44440865,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
677,326,ㅼ궗5137,관악구,126.95177,37.43539531,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
678,293,ㅼ궗5038,관악구,126.9403997,37.44435567,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
679,0,ㅼ궗3550,강서구,126.7697825,37.55158643,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
680,71,ㅼ궗4241,구로구,126.8497301,37.47093233,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
681,86,ㅼ궗4253,강서구,126.8487906,37.57908888,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
682,259,ㅼ궗4939,금천구,126.9290266,37.4533149,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
683,70,ㅼ궗4154,강서구,126.837386,37.58803879,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
684,292,ㅼ궗5037,관악구,126.9404668,37.43534234,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
685,155,ㅼ궗4637,금천구,126.8952542,37.43511967,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
686,223,ㅼ궗4837,금천구,126.9178604,37.43523317,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
687,257,ㅼ궗4938,관악구,126.9290951,37.44430161,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
689,53,ㅼ궗4141,구로구,126.8384217,37.47086956,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
690,986,ㅼ궗6945,송파구,127.1549011,37.50827224,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
691,52,ㅼ궗4054,강서구,126.82606,37.58797467,-0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
692,51,ㅼ궗4053,강서구,126.8261412,37.57896175,-0.0,12,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
694,983,ㅼ궗6942,송파구,127.1550255,37.48123171,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
695,105,ㅼ궗4441,금천구,126.8723469,37.47105463,-0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,524
696,318,ㅼ궗5056,은평구,126.9391864,37.60659319,-0.0,8,0.0,0.0158730158730158,0.0,0.5156517569696555,0.4659406551739341,1.0,1.997465428016605,525
697,599,ㅼ궗5762,강북구,127.0181415,37.66102226,-0.0,4,0.0,0.0793650793650793,0.0,0.5419549284197548,0.3758652616727657,1.0,1.9971852694576,526
699,320,ㅼ궗5057,은평구,126.9391188,37.61560626,-0.0,2,0.0,0.0158730158730158,0.0,0.5112678950613055,0.4643975133371544,1.0,1.991538424271476,527
701,290,ㅼ궗4960,은평구,126.927581,37.64259091,-0.0,6,0.0,0.0317460317460317,0.0,0.477018973902322,0.4322119835986067,1.0,1.9409769892469608,529
702,549,ㅼ궗5659,강북구,127.0069829,37.63393608,-0.0,1,0.0,0.1269841269841269,0.25,0.296595657236797,0.2638772540893259,1.0,1.9374570383102496,530
703,646,ㅼ궗5863,도봉구,127.0294221,37.67008114,-0.0,1,0.0,0.1428571428571428,0.0,0.3989314336598397,0.3790838146466205,1.0,1.920872391163603,531
704,865,ㅼ궗6363,노원구,127.0861168,37.67029371,-0.0,3,0.0,0.0,0.0,0.4756490170559627,0.4338873947356818,1.0,1.9095364117916445,532
705,610,ㅼ궗5841,서초구,127.0306681,37.47178955,-0.0,4,0.0,0.0476190476190476,0.25,0.3053633810534968,0.295225078259336,1.0,1.8982075069318805,533
706,181,ㅼ궗4653,은평구,126.8940897,37.57933009,-0.0,17,0.0,0.2063492063492063,0.25,0.3602986505925063,0.0709404347251003,1.0,1.887588291666813,534
708,729,ㅼ궗6059,노원구,127.0523164,37.63411681,-0.0,4,0.0,0.1269841269841269,0.0,0.3968764983903007,0.3538203782901988,1.0,1.8776810036646263,535
709,609,ㅼ궗5840,서초구,127.0307245,37.46277614,-0.0,2,0.0,0.0476190476190476,0.0,0.4329063634495513,0.3866672545302235,1.0,1.8671926655988225,536
710,354,ㅼ궗5154,서대문구,126.9506481,37.58862028,-0.0,15,0.0,0.0952380952380952,0.0,0.8943078293033769,0.8601472598209955,0.0,1.849693184362468,537
711,746,ㅼ궗6139,서초구,127.0646993,37.45389251,-0.0,0,0.0,0.0158730158730158,0.0,0.4456469621206931,0.3544376350249107,1.0,1.81595761301862,538
712,561,ㅼ궗5740,서초구,127.019417,37.46273069,-0.0,1,0.0,0.0952380952380952,0.0,0.348517021713816,0.3024117102420528,1.0,1.746166827193964,539
713,981,ㅼ궗6851,강동구,127.1433291,37.56231927,-0.0,0,0.0,0.0158730158730158,0.0,0.3835879169806151,0.331466866540276,1.0,1.730927799393907,540
716,570,ㅼ궗5747,강남구,127.0190125,37.52582419,-0.0,12,0.0,0.2222222222222222,0.0,0.441811082950887,0.0430757021295357,1.0,1.7071090073026451,543
723,692,ㅼ궗5965,도봉구,127.0406499,37.68815204,-0.0,2,0.0,0.0952380952380952,0.0,0.3161860401397356,0.2638772540893259,1.0,1.675301389467157,548
727,863,ㅼ궗6361,노원구,127.0862169,37.65226734,-0.0,3,0.0,0.0,0.0,0.3020754846222344,0.3540849168907896,1.0,1.656160401513024,552
730,989,ㅼ궗6949,강동구,127.1547349,37.54432609,-0.0,14,0.0,0.0317460317460317,0.0,0.2900198643742722,0.2870243816410211,1.0,1.608790277761325,555
731,795,ㅼ궗6242,강남구,127.0758528,37.48097402,-0.0,0,0.0,0.0317460317460317,0.0,0.2770052743338584,0.2786914157224108,1.0,1.587442721802301,556
732,697,ㅼ궗6039,서초구,127.0533931,37.45385032,-0.0,0,0.0,0.0634920634920634,0.0,0.2867319679430097,0.2245932719015916,1.0,1.574817303336665,557
733,178,ㅼ궗4651,마포구,126.8942357,37.56130398,-0.0,0,0.0,0.1428571428571428,0.0,0.2127542982396054,0.2189938715224196,1.0,1.574605312619168,558
734,312,ㅼ궗5051,서대문구,126.9395244,37.56152767,-0.0,17,0.5,0.4126984126984127,0.25,0.109870539078019,0.2875093690754376,0.0,1.5600783208518691,559
735,862,ㅼ궗6360,노원구,127.0862669,37.64325414,-0.0,2,0.0,0.0158730158730158,0.0,0.2396054524282485,0.3044839292800141,1.0,1.5599623975812784,560
736,871,ㅼ궗6440,서초구,127.0985699,37.46302608,-0.0,0,0.0,0.0793650793650793,0.0,0.4774299609562298,0.0,1.0,1.556795040321309,561
738,949,ㅼ궗6650,광진구,127.1207294,37.55323531,-0.0,1,0.0,0.1269841269841269,0.0,0.4226316871018563,0.0,1.0,1.5496158140859833,562
741,183,ㅼ궗4654,은평구,126.8940166,37.58834312,-0.0,0,0.0,0.0317460317460317,0.0,0.2583738612233714,0.2530311714651029,1.0,1.543151064434506,564
743,994,ㅼ궗7049,강동구,127.1660549,37.54435865,-0.0,1,0.0,0.0634920634920634,0.0,0.246866223713953,0.2298840439134077,1.0,1.5402423311194242,565
747,553,ㅼ궗5662,강북구,127.0068041,37.6609754,-0.0,1,0.0,0.0793650793650793,0.0,0.2412494006438797,0.2122481372073541,1.0,1.5328626172163131,569
750,562,ㅼ궗5741,서초구,127.0193593,37.47174409,-0.0,0,0.0,0.0476190476190476,0.0,0.2765942872799506,0.1893214584894846,1.0,1.5135347933884828,572
751,839,ㅼ궗6341,강남구,127.0872127,37.47200061,-0.0,1,0.0,0.0793650793650793,0.0,0.4222207000479485,0.001984039504431,1.0,1.503569818917459,573
753,611,ㅼ궗5842,서초구,127.0306117,37.48080295,-0.0,9,0.0,0.2539682539682539,0.0,0.1319268443044044,0.1070499537057449,1.0,1.492945051978403,574
755,700,ㅼ궗6041,강남구,127.0532859,37.47187722,-0.0,1,0.0,0.0476190476190476,0.0,0.3201589149941776,0.1146333935893479,1.0,1.4824113562025731,575
757,179,ㅼ궗4652,마포구,126.8941627,37.57031704,-0.0,0,0.0,0.0634920634920634,0.0,0.215768203301596,0.1969930779066178,1.0,1.4762533447002777,576
761,904,ㅼ궗6540,강남구,127.1098775,37.46306396,-0.0,2,0.0,0.0,0.25,0.0923350914446194,0.0750407830342577,1.0,1.4173758744788771,579
