,index,gid,구이름,lon,lat,심야약국,전체약국,응급실,상비의약품,경찰서,고위험군,총인구,구가중치,sum,순위
762,504,ㅼ궗5557,성북구,126.9957713,37.61586193,-0.0,0,0.0,0.0476190476190476,0.0,0.1953558462908418,0.1675852034742736,1.0,1.410560097384163,580
763,503,ㅼ궗5556,성북구,126.9958322,37.60684878,-0.0,1,0.0,0.1269841269841269,0.0,0.1349407493663949,0.1389268550769366,1.0,1.4008517314274584,581
764,560,ㅼ궗5739,서초구,127.0194746,37.45371728,-0.0,0,0.0,0.0,0.0,0.1983697513528323,0.2018429522507825,1.0,1.400212703603615,582
765,997,ㅼ궗7052,강동구,127.1659342,37.57139892,-0.0,0,0.0,0.0634920634920634,0.0,0.1926159325981231,0.1422776773510868,1.0,1.3983856734412734,583
766,502,ㅼ궗5555,성북구,126.995893,37.59783562,-0.0,0,0.0,0.0476190476190476,0.0,0.1798753339269813,0.1658657025704334,1.0,1.3933600841164622,584
768,919,ㅼ궗6550,광진구,127.1094081,37.5531984,-0.0,2,0.0,0.0476190476190476,0.0,0.1743955065415439,0.1536528371764913,1.0,1.375667391337083,586
771,152,ㅼ궗4554,마포구,126.8826904,37.58828443,-0.0,1,0.0,0.0476190476190476,0.0,0.2990615795602438,0.019134958776068,1.0,1.3658155859553596,588
773,547,ㅼ궗5658,강북구,127.0070424,37.62492295,-0.0,0,0.0,0.0952380952380952,0.0,0.2638536886088088,0.0048057845773995,1.0,1.3638975684243038,589
775,291,ㅼ궗4961,은평구,126.9275118,37.6516039,-0.0,1,0.0,0.0158730158730158,0.0,0.1796013425577094,0.1617212644945108,1.0,1.3571956229252362,590
779,887,ㅼ궗6451,광진구,127.0980385,37.56217376,-0.0,0,0.0,0.0,0.0,0.1663127611480238,0.1698337815792954,1.0,1.3361465427273194,593
783,552,ㅼ궗5661,강북구,127.0068637,37.65196231,-0.0,0,0.0,0.1111111111111111,0.0,0.2005616823070073,0.0,1.0,1.3116727934181185,597
786,322,ㅼ궗5059,은평구,126.9389833,37.63363234,-0.0,0,0.0,0.0,0.0,0.1427495033906431,0.1364578281380891,1.0,1.2792073315287324,599
787,874,ㅼ궗6442,강남구,127.0984734,37.48105306,-0.0,0,0.0,0.0158730158730158,0.0,0.1424755120213713,0.1198800758343988,1.0,1.278228603728786,600
788,747,ㅼ궗6140,서초구,127.064647,37.46290598,-0.0,0,0.0,0.0,0.25,0.0,0.0,1.0,1.25,601
789,483,ㅼ궗5541,서초구,126.9967417,37.47164992,-0.0,0,0.0,0.0,0.0,0.1102815261319268,0.1081521978748732,1.0,1.2184337240068,602
790,696,ㅼ궗6038,서초구,127.0534467,37.44483685,-0.0,2,0.0,0.0317460317460317,0.0,0.0931570655524351,0.0853136986905339,1.0,1.210216795989001,603
791,321,ㅼ궗5058,은평구,126.939051,37.62461931,-0.0,0,0.0,0.0,0.0,0.1094595520241112,0.0955866143468101,1.0,1.205046166370921,604
793,785,ㅼ궗6164,노원구,127.0633861,37.67922509,-0.0,0,0.0,0.0,0.0,0.0950750051373381,0.0844759931219963,1.0,1.1795509982593346,606
795,515,ㅼ궗5639,서초구,127.0081685,37.45367077,-0.0,0,0.0,0.0158730158730158,0.0,0.0635659976710733,0.0623870199726643,1.0,1.1418260335167536,608
799,323,ㅼ궗5060,은평구,126.9389155,37.64264536,-0.0,1,0.0,0.0,0.0,0.0563052263853688,0.0562585423923107,1.0,1.1125637687776797,612
800,988,ㅼ궗6948,강동구,127.1547765,37.53531265,-0.0,0,0.0,0.0,0.0,0.0604150969244468,0.0511882192143203,1.0,1.1116033161387673,613
801,654,ㅼ궗5940,서초구,127.042032,37.4628205,-0.0,3,0.0,0.0158730158730158,0.0,0.0465785327762175,0.0467792425378069,1.0,1.1092307911870405,614
804,968,ㅼ궗6751,강동구,127.1320064,37.56228452,-0.0,0,0.0,0.0,0.0,0.047537502568669,0.0391517128874388,1.0,1.086689215456108,617
805,699,ㅼ궗6040,강남구,127.0533395,37.46286378,-0.0,0,0.0,0.0,0.0,0.0447975888759504,0.033949120409153,1.0,1.0787467092851035,618
808,748,ㅼ궗6141,서초구,127.0645948,37.47191943,-0.0,0,0.0,0.0,0.0,0.0752106308651277,0.0,1.0,1.0752106308651277,620
813,837,ㅼ궗6340,서초구,127.0872622,37.46298713,-0.0,0,0.0,0.0158730158730158,0.0,0.0367148434824303,0.0088620431197918,1.0,1.0614499024752382,624
815,219,ㅼ궗4758,은평구,126.9050558,37.62445279,-0.0,0,0.0,0.0158730158730158,0.0,0.0220563052263853,0.0217803447819761,1.0,1.0597096658813774,625
817,999,ㅼ궗7149,강동구,127.1773749,37.54439012,-0.0,0,0.0,0.0,0.0,0.0264401671347352,0.0288347074643975,1.0,1.0552748745991327,627
820,866,ㅼ궗6364,노원구,127.0860667,37.67930687,-0.0,0,0.0,0.0158730158730158,0.0,0.0195903829029385,0.013844186764252,1.0,1.0493075855402063,630
823,835,ㅼ궗6339,서초구,127.0873118,37.45397364,-0.0,0,0.0,0.0,0.0,0.0187684087951229,0.0151227900004408,1.0,1.033891198795564,633
824,744,ㅼ궗6137,서초구,127.0648037,37.43586553,-0.0,0,0.0,0.0,0.0,0.0178094390026714,0.0148141616330849,1.0,1.0326236006357563,634
825,791,ㅼ궗6239,서초구,127.0760055,37.45393361,-0.0,0,0.0,0.0,0.0,0.0182204260565792,0.0143291741986684,1.0,1.0325496002552477,635
828,324,ㅼ궗5061,은평구,126.9388477,37.65165837,-0.0,0,0.0,0.0,0.0,0.0158914994177683,0.0119924165601163,1.0,1.0278839159778848,638
831,517,ㅼ궗5641,서초구,127.0080504,37.47169755,-0.0,0,0.0,0.0,0.0,0.0113706418247825,0.0101406463559807,1.0,1.0215112881807633,641
833,932,ㅼ궗6560,노원구,127.1089367,37.64333146,-0.0,0,0.0,0.0158730158730158,0.0,0.0015069525309952,0.0035712711079758,1.0,1.020951239511987,643
834,896,ㅼ궗6458,노원구,127.097699,37.62526687,-0.0,0,0.0,0.0,0.0,0.0084937324474279,0.0117719677262907,1.0,1.0202657001737183,644
835,123,ㅼ궗4453,마포구,126.8714401,37.57921166,-0.0,0,0.0,0.0158730158730158,0.0,0.0,0.0,1.0,1.0158730158730158,645
836,122,ㅼ궗4452,마포구,126.8715158,37.57019865,-0.0,0,0.0,0.0158730158730158,0.0,0.0,0.0,1.0,1.0158730158730158,645
840,366,ㅼ궗5161,은평구,126.9501836,37.65171175,-0.0,0,0.0,0.0,0.0,0.0052058360161654,0.0053789515453463,1.0,1.0105847875615117,647
841,792,ㅼ궗6240,서초구,127.0759546,37.4629471,-0.0,0,0.0,0.0,0.0,0.0056168230700732,0.0047176050438693,1.0,1.0103344281139426,648
842,647,ㅼ궗5864,도봉구,127.0293652,37.67909423,-0.0,0,0.0,0.0,0.0,0.0057538187547092,0.0043648869097482,1.0,1.0101187056644574,649
843,367,ㅼ궗5162,은평구,126.9501172,37.66072476,-0.0,0,0.0,0.0,0.0,0.0028769093773546,0.0029540143732639,1.0,1.0058309237506189,650
844,831,ㅼ궗6264,노원구,127.0747264,37.67926653,-0.0,0,0.0,0.0,0.0,0.0,0.005290772011816,1.0,1.005290772011816,651
845,554,ㅼ궗5663,강북구,127.0067444,37.66998848,-0.0,0,0.0,0.0,0.0,0.0,0.0049380538776949,1.0,1.004938053877695,652
846,931,ㅼ궗6559,노원구,127.1089839,37.63431822,-0.0,0,0.0,0.0,0.0,0.0026029180080827,0.001984039504431,1.0,1.0045869575125137,653
847,998,ㅼ궗7053,강동구,127.1658939,37.58041232,-0.0,0,0.0,0.0,0.0,0.0,0.0035712711079758,1.0,1.0035712711079758,654
848,516,ㅼ궗5640,서초구,127.0081095,37.46268416,-0.0,3,0.0,0.0,0.0,0.0,0.0035712711079758,1.0,1.0035712711079758,654
849,786,ㅼ궗6165,노원구,127.0633332,37.68823821,-0.0,0,0.0,0.0,0.0,0.0,0.0022044883382566,1.0,1.0022044883382566,655
850,745,ㅼ궗6138,서초구,127.0647515,37.44487903,-0.0,0,0.0,0.0,0.0,0.0,0.0015872316035448,1.0,1.0015872316035448,656
851,693,ㅼ궗5966,도봉구,127.0405943,37.69716512,-0.0,0,0.0,0.0,0.0,0.0,0.0014108725364842,1.0,1.0014108725364843,657
852,509,ㅼ궗5560,강북구,126.9955886,37.64290129,-0.0,0,0.0,0.0,0.0,0.0,0.0008817953353026,1.0,1.0008817953353026,658
853,364,ㅼ궗5159,은평구,126.9503165,37.63368569,-0.0,0,0.0,0.0,0.0,0.0,0.0007936158017724,1.0,1.0007936158017725,659
854,505,ㅼ궗5558,강북구,126.9957104,37.62487506,-0.0,0,0.0,0.0,0.0,0.0,0.0007495260350072,1.0,1.0007495260350072,660
855,325,ㅼ궗5062,은평구,126.9387799,37.66067137,-0.0,0,0.0,0.0,0.0,0.0,0.0007495260350072,1.0,1.0007495260350072,660
857,648,ㅼ궗5865,도봉구,127.0293083,37.68810732,-0.0,0,0.0,0.0,0.0,0.0,0.0007054362682421,1.0,1.0007054362682422,661
858,482,ㅼ궗5540,서초구,126.9968021,37.46263656,-0.0,0,0.0,0.0,0.0,0.0,0.000661346501477,1.0,1.000661346501477,662
859,365,ㅼ궗5160,은평구,126.9502501,37.64269873,-0.0,0,0.0,0.0,0.0,0.0,0.0005731669679467,1.0,1.0005731669679467,663
860,695,ㅼ궗6037,서초구,127.0535002,37.43582337,-0.0,0,0.0,0.0,0.0,0.0,0.0004408976676513,1.0,1.000440897667651,664
861,653,ㅼ궗5939,서초구,127.0420869,37.45380706,-0.0,0,0.0,0.0,0.0,0.0,0.0003968079008862,1.0,1.0003968079008865,665
862,480,ㅼ궗5461,강북구,126.9841916,37.65186536,-0.0,0,0.0,0.0,0.0,0.0,0.000352718134121,1.0,1.000352718134121,666
863,510,ㅼ궗5561,강북구,126.9955276,37.65191438,-0.0,0,0.0,0.0,0.0,0.0,0.0003086283673559,1.0,1.000308628367356,667
865,867,ㅼ궗6365,노원구,127.0860167,37.68832002,-0.0,0,0.0,0.0,0.0,0.0,0.0002645386005908,1.0,1.0002645386005908,668
866,834,ㅼ궗6338,서초구,127.0873613,37.44496013,-0.0,0,0.0,0.0,0.0,0.0,0.0002645386005908,1.0,1.0002645386005908,668
870,902,ㅼ궗6464,노원구,127.0974071,37.67934613,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
871,901,ㅼ궗6463,노원구,127.0974558,37.67033296,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
872,900,ㅼ궗6462,노원구,127.0975045,37.66131977,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
873,903,ㅼ궗6465,노원구,127.0973584,37.68835929,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
874,479,ㅼ궗5460,강북구,126.9842539,37.64285228,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
875,408,ㅼ궗5260,은평구,126.9615847,37.642751,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
876,1003,ㅼ궗7153,강동구,127.1772194,37.58044383,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
877,104,ㅼ궗4353,마포구,126.8601153,37.57915081,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
878,124,ㅼ궗4454,마포구,126.8713643,37.58822465,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
879,992,ㅼ궗6952,강동구,127.1546101,37.57136634,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
880,987,ㅼ궗6947,강동구,127.154818,37.5262992,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
881,150,ㅼ궗4552,마포구,126.8828393,37.57025839,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
882,154,ㅼ궗4555,은평구,126.882616,37.59729743,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
883,982,ㅼ궗6852,강동구,127.1432861,37.57133266,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
884,184,ㅼ궗4655,은평구,126.8939435,37.59735614,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
885,409,ㅼ궗5261,은평구,126.9615196,37.65176404,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
886,220,ㅼ궗4759,은평구,126.9049839,37.63346578,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
887,222,ㅼ궗4761,은평구,126.9048401,37.6514917,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
888,969,ㅼ궗6752,강동구,127.131962,37.5712979,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
889,951,ㅼ궗6651,강동구,127.1206837,37.56224869,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
893,922,ㅼ궗6552,광진구,127.109314,37.57122512,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
894,921,ㅼ궗6551,광진구,127.1093611,37.56221177,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
896,221,ㅼ궗4760,은평구,126.904912,37.64247875,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
897,899,ㅼ궗6461,노원구,127.0975531,37.65230656,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
898,1005,ㅼ궗7250,강동구,127.1886574,37.55343397,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
899,897,ㅼ궗6459,노원구,127.0976504,37.63428011,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
900,556,ㅼ궗5664,도봉구,127.0066848,37.67900155,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
901,557,ㅼ궗5665,강북구,127.0066251,37.6880146,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
903,789,ㅼ궗6237,서초구,127.0761072,37.43590661,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
904,833,ㅼ궗6266,노원구,127.0746234,37.69729279,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
905,832,ㅼ궗6265,노원구,127.0746749,37.68827966,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
906,652,ㅼ궗5938,서초구,127.0421419,37.4447936,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
907,790,ㅼ궗6238,서초구,127.0760564,37.44492012,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
908,651,ㅼ궗5937,서초구,127.0421968,37.43578013,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
909,600,ㅼ궗5763,강북구,127.0180833,37.67003536,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
912,898,ㅼ궗6460,노원구,127.0976018,37.64329334,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
913,602,ㅼ궗5764,강북구,127.018025,37.67904844,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
915,604,ㅼ궗5765,도봉구,127.0179667,37.6880615,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
916,787,ㅼ궗6166,노원구,127.0632804,37.69725132,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
917,650,ㅼ궗5936,서초구,127.0422517,37.42676665,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
918,649,ㅼ궗5866,도봉구,127.0292513,37.69712038,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
919,605,ㅼ궗5766,도봉구,127.0179083,37.69707455,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
920,606,ㅼ궗5837,서초구,127.0308933,37.43573581,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
921,607,ㅼ궗5838,서초구,127.0308371,37.44474927,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
922,608,ㅼ궗5839,서초구,127.0307808,37.45376271,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
923,788,ㅼ궗6236,서초구,127.0761581,37.42689308,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
924,694,ㅼ궗6036,서초구,127.0535538,37.42680987,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
925,514,ㅼ궗5565,강북구,126.9952835,37.6879666,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
926,559,ㅼ궗5666,도봉구,127.0065654,37.69702763,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
927,870,ㅼ궗6439,서초구,127.098618,37.45401258,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
928,793,ㅼ궗6241,강남구,127.0759037,37.47196056,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
929,1004,ㅼ궗7249,강동구,127.1886949,37.54442051,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
930,507,ㅼ궗5559,성북구,126.9956495,37.63388818,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
934,868,ㅼ궗6366,노원구,127.0859665,37.69733316,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
935,864,ㅼ궗6362,노원구,127.0861669,37.66128053,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
936,743,ㅼ궗6136,서초구,127.0648559,37.42685202,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
937,511,ㅼ궗5562,강북구,126.9954666,37.66092745,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
938,481,ㅼ궗5462,강북구,126.9841292,37.66087842,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
940,512,ㅼ궗5563,강북구,126.9954056,37.66994052,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
941,477,ㅼ궗5459,강북구,126.9843162,37.63383919,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
942,513,ㅼ궗5564,강북구,126.9953446,37.67895357,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
945,742,ㅼ궗6066,도봉구,127.0519373,37.69720877,-0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,669
949,351,ㅼ궗5152,서대문구,126.9507805,37.57059402,-0.0,3,0.0,0.0476190476190476,0.0,0.2261798753339269,0.2197433975574269,0.0,0.4935423205104015,673
950,313,ㅼ궗5052,서대문구,126.9394569,37.5705408,-0.0,0,0.0,0.0634920634920634,0.0,0.1576820330159599,0.1892773687227194,0.0,0.4104514652307429,674
953,83,ㅼ궗4251,강서구,126.8489475,37.56106292,-100.0,29,0.5,0.3492063492063492,0.25,1.3836564148229331,1.2475640403862265,2.0,-94.26957319558448,677
954,855,ㅼ궗6354,중랑구,127.0865664,37.58917462,-100.0,17,0.0,0.4285714285714285,0.0,1.5366805945612712,1.660641065208765,2.0,-94.37410691165852,678
955,803,ㅼ궗6248,광진구,127.0755467,37.53505446,-100.0,16,0.0,0.5555555555555556,0.5,1.676416192889924,1.7743926634628102,1.0,-94.49363558809172,679
956,595,ㅼ궗5760,강북구,127.018258,37.64299603,-100.0,23,0.0,0.4761904761904761,0.25,1.6962805671621344,1.569022529870817,1.0,-95.00850642677656,680
957,187,ㅼ궗4739,금천구,126.9064149,37.45320349,-100.0,35,0.0,0.3809523809523809,0.0,1.3063908486882665,1.2783827873550548,2.0,-95.0342739830043,681
958,235,ㅼ궗4845,영등포구,126.9173009,37.50733912,-100.0,9,0.0,0.238095238095238,0.0,1.363107062127543,1.3030730567435298,2.0,-95.09572464303368,682
960,966,ㅼ궗6749,강동구,127.132095,37.54425773,-100.0,20,0.0,0.4126984126984127,0.25,1.611617234057127,1.5965345443322605,1.0,-95.1291498089122,683
961,689,ㅼ궗5962,도봉구,127.0408166,37.66111271,-100.0,20,0.0,0.2539682539682539,0.5,1.4948969107473111,1.459327190159164,1.0,-95.29180764512527,684
962,535,ㅼ궗5650,성동구,127.0075177,37.55281738,-100.0,21,0.0,0.365079365079365,0.25,1.0466470306185354,0.9715621004364888,2.0,-95.36671150386562,685
965,967,ㅼ궗6750,강동구,127.1320507,37.55327113,-100.0,23,0.0,0.4444444444444444,0.0,1.541612439208165,1.5732551474802698,1.0,-95.44068796886712,686
966,879,ㅼ궗6445,송파구,127.0983286,37.50809342,-100.0,18,0.0,0.4444444444444444,0.0,0.9939036920337008,1.092588510206781,2.0,-95.46906335331508,687
967,394,ㅼ궗5252,종로구,126.9621042,37.57064616,-100.0,26,0.5,0.2063492063492063,0.5,1.2302212480306869,0.0,2.0,-95.56342954562012,688
969,782,ㅼ궗6161,노원구,127.0635444,37.65218564,-100.0,42,0.5,0.3968253968253968,0.25,1.0921295979176655,1.1773731316961331,1.0,-95.58367187356082,689
970,811,ㅼ궗6252,동대문구,127.0753422,37.57110781,-100.0,18,0.0,0.2857142857142857,0.25,1.5458593054318788,0.1469952823949561,2.0,-95.77143112645888,690
972,776,ㅼ궗6156,동대문구,127.0638079,37.60711961,-100.0,17,0.0,0.2063492063492063,0.0,1.1959723268717035,0.8096644768749174,2.0,-95.7880139899042,691
973,208,ㅼ궗4751,마포구,126.9055578,37.56136153,-100.0,12,0.0,0.492063492063492,0.0,1.2603602986505924,1.453992328380583,1.0,-95.79358388090532,692
974,248,ㅼ궗4854,은평구,126.9166691,37.58845725,-100.0,17,0.0,0.3333333333333333,0.25,1.4259880813754366,1.1829725320753053,1.0,-95.80770605321592,693
975,286,ㅼ궗4956,은평구,126.9278574,37.60653881,-100.0,17,0.0,0.3333333333333333,0.25,1.2567984108500585,1.2866716635069,1.0,-95.87319659230972,694
976,688,ㅼ궗5961,도봉구,127.0408721,37.65209957,-100.0,12,0.0,0.3015873015873015,0.0,1.3136516199739707,1.2842467263348176,1.0,-96.10051435210391,695
977,383,ㅼ궗5248,용산구,126.9623632,37.53459341,-100.0,12,0.0,0.365079365079365,0.25,0.5826426467566271,0.6001058154402363,2.0,-96.20217217272378,696
978,567,ㅼ궗5745,서초구,127.0191282,37.50779755,-100.0,23,0.0,0.7936507936507936,0.0,0.8186862113843414,0.9681671883955734,1.0,-96.41949580656927,697
980,378,ㅼ궗5245,용산구,126.9625572,37.5075537,-100.0,23,0.5,0.1587301587301587,0.0,0.8741694636618946,0.0,2.0,-96.46710037760792,698
982,229,ㅼ궗4841,관악구,126.9175809,37.47128625,-100.0,17,0.0,0.3015873015873015,0.0,1.2310432221385026,0.0,2.0,-96.4673694762742,699
983,587,ㅼ궗5754,성북구,127.0186068,37.58891701,-100.0,14,0.0,0.4603174603174603,0.25,0.7229262278238235,1.0145055332657291,1.0,-96.552250778593,700
984,242,ㅼ궗4850,마포구,126.9169502,37.55240488,-100.0,18,0.0,0.9047619047619048,0.25,0.4585245564764709,0.6904898373087607,1.0,-96.69622370145288,701
985,521,ㅼ궗5645,서초구,127.0078139,37.50775094,-100.0,20,0.0,0.0634920634920634,0.25,0.9993835194191384,0.9332040033508224,1.0,-96.75392041373796,702
989,129,ㅼ궗4542,구로구,126.8835813,37.48012734,-100.0,17,0.0,0.3492063492063492,0.25,0.1791903555038016,0.0887527004982143,2.0,-97.13285059479162,706
991,617,ㅼ궗5845,강남구,127.0304425,37.50784307,-100.0,24,0.5,0.8253968253968254,0.0,0.5181176792931023,0.0,1.0,-97.15648549531008,707
993,564,ㅼ궗5743,서초구,127.0192438,37.48977085,-100.0,18,0.0,0.2539682539682539,0.0,0.744708541680937,0.8213041753009127,1.0,-97.1800190290499,708
994,765,ㅼ궗6150,성동구,127.0641233,37.55303991,-100.0,4,0.0,0.1746031746031746,0.0,0.3015275018836906,0.2968123098628808,2.0,-97.22705701365024,709
995,883,ㅼ궗6448,송파구,127.0981837,37.53513365,-100.0,8,0.0,0.0317460317460317,0.0,0.626481265840126,0.0,2.0,-97.34177270241383,710
997,281,ㅼ궗4953,서대문구,126.9280644,37.57949959,-100.0,7,0.0,0.2698412698412698,0.25,0.9263648195081856,0.9817027467924696,0.0,-97.57209116385808,712
998,639,ㅼ궗5859,도봉구,127.0296496,37.63402862,-100.0,31,0.0,0.2063492063492063,0.25,0.827590930885677,0.0052466822450509,1.0,-97.71081318052008,713
1000,310,ㅼ궗5050,마포구,126.9395919,37.55251452,-100.0,23,0.0,0.4285714285714285,0.0,0.6400438386190834,0.0472642299722234,1.0,-97.88412050283726,714
1001,314,ㅼ궗5053,서대문구,126.9393893,37.57955392,-100.0,5,0.5,0.0634920634920634,0.25,0.5079799986300432,0.5120585512102641,0.0,-98.16646938666764,715
1005,861,ㅼ궗6359,노원구,127.0863169,37.63424092,-100.0,8,0.0,0.0,0.0,0.0,0.0,1.0,-99.0,719
